text,scenario,label
could you please email john saying i'm on leave,email,17
is bills cell phone number in my contacts,email,16
is bills house number in my contacts,email,16
is bills pager number in my contacts,email,16
reply to my email from sasha saying thanks,email,17
tell sean i appreciate him reaching out to me,email,17
respond to my email from bob letting them know i'll see them tomorrow,email,17
please open a reply to the email,email,17
i'd like to send a reply,email,17
can you open the reply inbox,email,17
okay reply to email,email,17
reply to recent emails,email,17
open a new email to contact,email,17
send the following email to my sister,email,17
please send the email to my mom,email,17
send a batch of emails to my family,email,17
dictate email,email,17
send voice email,email,17
dictate new email,email,17
open terry's email,email,17
show john's contact information,email,16
what are john's contact details,email,16
open the contact named john,email,16
send an email to juanpedro@gmail dot com,email,17
send an email and save the contact information for samuelwaters@hotmail dot com,email,14
add this email address to my contacts and send an email to,email,14
can you send an email to my mother about the weekly weather,email,17
my mother needs the weekly weather sent to her,email,17
my mother wants to know what the weekly weather will be like send her an email,email,17
can you give me details on john,email,16
what do you know about mary,email,16
tell me about joose,email,16
create a new email to a new address which is brandon at example dot com,email,17
i need to write an email to a new address brandon at example dot com,email,17
compose a new email but i got a new address this time brandon at example dot com,email,17
hi buddy send mail to my friend hellen regarding home builders are not accepted the offer,email,17
hi send reply to victor cant able to attend meeting on twenty second of april two thousand and seventeen,email,17
hi send I love you message to my wife,email,17
what is bob stevens phone number it is in my contacts,email,16
what is amber stevens address it is in my contacts,email,16
